Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
zf3161,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ag9655,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
fg5035,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
eg4317,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
je0785,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
sf4328,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
st0509,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wn0098,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
af4598,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
nz3318,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
th6238,prior_year,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ys4551,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
zb0360,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ze9432,prior_year,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ik9885,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
cb5348,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
fm2282,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wk2438,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
lv5464,prior_year,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
rs6216,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
jd2812,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
be6610,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
qy9721,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
di8069,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
if5249,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
jk6630,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
la2559,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ur3658,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
to1258,45_out,no,not discussed,no,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wc6321,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
dd2661,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
by0093,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
op2257,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
st2122,45_out,no,not discussed,no,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
oe1670,45_out,no,not discussed,no,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
qz5985,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
yw6572,45_out,no,not discussed,no,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ob7105,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
jq5348,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
cp1274,45_out,not discussed,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
zl0768,14_out,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
jx8902,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
pa9288,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
nu1999,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
gy5605,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ng4813,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
tp3520,45_out,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wn0740,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
rh8466,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
vn7363,prior_year,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wb1133,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
zn8204,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
az2952,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ek7669,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ii6428,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ue4488,45_out,yes,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
xz7007,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
pu4892,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
mn1568,14_out,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
sm0058,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
he7047,45_out,no,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
